id,text,author_id,created_at,public_metrics,reply_settings,entities,possibly_sensitive,edit_history_tweet_ids,source,lang,referenced_tweets,conversation_id,in_reply_to_user_id,attachments,withheld,predictions
1144816315393142784,"We get to close our nose while crossing these garbage vehicles but they dont just carry our garbage dump but transport in Zero Carbon Battery Vehicle.

Respect 😊🙏
#Chennaicorporation

@R_Induja 
@dhanyarajendran
@the_hindu 
@IndianExpress 
@ChennaiTimesTOI 
@sang1983 https://t.co/kLd1u5ddEn",66067404,2019-06-29T03:54:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'annotations': [{'start': 122, 'end': 140, 'probability': 0.6289, 'type': 'Other', 'normalized_text': 'Zero Carbon Battery'}, {'start': 164, 'end': 181, 'probability': 0.381, 'type': 'Other', 'normalized_text': 'Chennaicorporation'}], 'urls': [{'start': 268, 'end': 291, 'url': 'https://t.co/kLd1u5ddEn', 'expanded_url': 'https://twitter.com/dharmachandru/status/1144816315393142784/photo/1', 'display_url': 'pic.twitter.com/kLd1u5ddEn', 'media_key': '3_1144816268362407941'}], 'mentions': [{'start': 184, 'end': 193, 'username': 'R_Induja', 'id': '57343729'}, {'start': 195, 'end': 211, 'username': 'dhanyarajendran', 'id': '60843563'}, {'start': 212, 'end': 222, 'username': 'the_hindu', 'id': '20751449'}, {'start': 224, 'end': 238, 'username': 'IndianExpress', 'id': '38647512'}, {'start': 240, 'end': 256, 'username': 'ChennaiTimesTOI', 'id': '1853937570'}, {'start': 258, 'end': 267, 'username': 'sang1983', 'id': '170313430'}], 'hashtags': [{'start': 163, 'end': 182, 'tag': 'Chennaicorporation'}]}",False,['1144816315393142784'],Twitter for Android,en,,1144816315393142784,,{'media_keys': ['3_1144816268362407941']},,1
1144816300171993088,#MumbaRain recorded in the 24 hours ending at 8.30am today by the IMD #Colaba observatory is 81.4 mm and IMD #Santa Cruz observatory is 234.8 mm. The rain recorded by the IMD #Santa Cruz observatory falls into the #extremely heavy rainfall category (greater or equal to 204.5mm),2850190202,2019-06-29T03:54:10.000Z,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 10, 'quote_count': 1}",everyone,"{'annotations': [{'start': 1, 'end': 9, 'probability': 0.9112, 'type': 'Place', 'normalized_text': 'MumbaRain'}, {'start': 66, 'end': 68, 'probability': 0.3836, 'type': 'Organization', 'normalized_text': 'IMD'}, {'start': 71, 'end': 76, 'probability': 0.769, 'type': 'Place', 'normalized_text': 'Colaba'}, {'start': 110, 'end': 119, 'probability': 0.9437, 'type': 'Place', 'normalized_text': 'Santa Cruz'}, {'start': 171, 'end': 173, 'probability': 0.2665, 'type': 'Other', 'normalized_text': 'IMD'}, {'start': 176, 'end': 185, 'probability': 0.9476, 'type': 'Place', 'normalized_text': 'Santa Cruz'}], 'hashtags': [{'start': 0, 'end': 10, 'tag': 'MumbaRain'}, {'start': 70, 'end': 77, 'tag': 'Colaba'}, {'start': 109, 'end': 115, 'tag': 'Santa'}, {'start': 175, 'end': 181, 'tag': 'Santa'}, {'start': 214, 'end': 224, 'tag': 'extremely'}]}",False,['1144816300171993088'],Twitter for Android,en,,1144816300171993088,,,,1
1144816299631087617,@untrueneutral @garbage_hime moving past that is the best anyone can hope for when they see your tweets,399080603,2019-06-29T03:54:10.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",everyone,"{'mentions': [{'start': 15, 'end': 28, 'username': 'garbage_hime', 'id': '1310992919306874880'}]}",False,['1144816299631087617'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '1144815924844929026'}]",1144811023603515392,427138193.0,,,1
1144816253162401792,RT @pefrxj: It feels like a whole hurricane outside and y’all asking what’s the move,595162535,2019-06-29T03:53:59.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['1144816253162401792'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1144815331585773569'}]",1144816253162401792,,,,1
1144816132907388928,RT @LostDogsGeorgia: **FACEBOOK LINK: https://t.co/oa00UAW1tE ** #LOSTDOG #yogi #Lawrenceville (hurricane shoals)  #GA 30046 #Gwinnett Co.…,30338732,2019-06-29T03:53:30.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 23, 'end': 30, 'probability': 0.6389, 'type': 'Other', 'normalized_text': 'FACEBOOK'}, {'start': 75, 'end': 78, 'probability': 0.4022, 'type': 'Place', 'normalized_text': 'yogi'}, {'start': 81, 'end': 93, 'probability': 0.886, 'type': 'Place', 'normalized_text': 'Lawrenceville'}, {'start': 116, 'end': 117, 'probability': 0.556, 'type': 'Place', 'normalized_text': 'GA'}, {'start': 126, 'end': 133, 'probability': 0.2985, 'type': 'Organization', 'normalized_text': 'Gwinnett'}], 'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/oa00UAW1tE', 'expanded_url': 'https://ift.tt/2KMy3M8', 'display_url': 'ift.tt/2KMy3M8'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'LostDogsGeorgia', 'id': '2453671255'}], 'hashtags': [{'start': 65, 'end': 73, 'tag': 'LOSTDOG'}, {'start': 74, 'end': 79, 'tag': 'yogi'}, {'start': 80, 'end': 94, 'tag': 'Lawrenceville'}, {'start': 115, 'end': 118, 'tag': 'GA'}, {'start': 125, 'end': 134, 'tag': 'Gwinnett'}]}",False,['1144816132907388928'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144775030640975872'}]",1144816132907388928,,,,1
1144816112695033857,"@maddow It's an old story.  Americans aren't listening.  Hopefully time given to that will be short.  Important issues such as Homestead and El Paso are plaguing the US.   

Hot weather,  hurricane season.  Is Trump more ready this summer...?",862406841048985604,2019-06-29T03:53:25.000Z,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",everyone,"{'annotations': [{'start': 127, 'end': 135, 'probability': 0.5281, 'type': 'Other', 'normalized_text': 'Homestead'}, {'start': 141, 'end': 147, 'probability': 0.9451, 'type': 'Place', 'normalized_text': 'El Paso'}, {'start': 166, 'end': 167, 'probability': 0.9641, 'type': 'Place', 'normalized_text': 'US'}, {'start': 210, 'end': 214, 'probability': 0.9108, 'type': 'Person', 'normalized_text': 'Trump'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'maddow', 'id': '16129920'}]}",False,['1144816112695033857'],Twitter Web Client,en,"[{'type': 'replied_to', 'id': '1144815400397549568'}]",1144815400397549568,16129920.0,,,1
1144816072991956992,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,15660894,2019-06-29T03:53:16.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144816072991956992'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144816072991956992,,,,1
1144816006369599489,"@roneill_78 @TomiLahren Otra mentira, Trump no donó dinero a PR.
  https://t.co/kB4ZqbXceN.",50519788,2019-06-29T03:53:00.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 38, 'end': 42, 'probability': 0.9872, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 61, 'end': 62, 'probability': 0.3859, 'type': 'Place', 'normalized_text': 'PR'}], 'urls': [{'start': 67, 'end': 90, 'url': 'https://t.co/kB4ZqbXceN', 'expanded_url': 'https://www.newsweek.com/donald-trump-hurricane-response-puerto-rico-texas-florida-harvey-maria-irma-683534', 'display_url': 'newsweek.com/donald-trump-h…'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'roneill_78', 'id': '946568404193959937'}, {'start': 12, 'end': 23, 'username': 'TomiLahren', 'id': '468646961'}]}",False,['1144816006369599489'],Twitter Web Client,es,"[{'type': 'replied_to', 'id': '1144659678502313986'}]",1144432481212522497,9.4656840419396e+17,,,1
1144815957220765696,"@TonyOhms @LLeeki @ali She *was* that kid from 50 years ago.  You are simply parroting garbage tweeted by a Trump propagandist hoping to destroy black voters' opinion of Harris. Were you a birther, too?",2999046250,2019-06-29T03:52:48.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 108, 'end': 112, 'probability': 0.9487, 'type': 'Person', 'normalized_text': 'Trump'}, {'start': 170, 'end': 175, 'probability': 0.9094, 'type': 'Person', 'normalized_text': 'Harris'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'TonyOhms', 'id': '890006270'}, {'start': 10, 'end': 17, 'username': 'LLeeki', 'id': '796668410499309568'}, {'start': 18, 'end': 22, 'username': 'ali', 'id': '6782762'}]}",False,['1144815957220765696'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '1144737204004147200'}]",1144455776888479757,890006270.0,,,1
1144815924844929026,@OuterSiberia @garbage_hime I'm sorry that your reactions to content remind your of your bowel issues sib but honestly we've gotta move past that,427138193,2019-06-29T03:52:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 13, 'username': 'OuterSiberia', 'id': '399080603'}, {'start': 14, 'end': 27, 'username': 'garbage_hime', 'id': '1310992919306874880'}]}",False,['1144815924844929026'],Twitter for Android,en,"[{'type': 'replied_to', 'id': '1144815598037348354'}]",1144811023603515392,399080603.0,,,1
1144815920801558528,"RT @ForceThirteen: Tropical Weather Bulletin for June 29 - Tropical Storm #Alvin, Tropical Depression 04W, and Invest 94E
https://t.co/jmXO…",811925786,2019-06-29T03:52:39.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 75, 'end': 79, 'probability': 0.4645, 'type': 'Place', 'normalized_text': 'Alvin'}, {'start': 91, 'end': 100, 'probability': 0.4621, 'type': 'Other', 'normalized_text': 'Depression'}], 'mentions': [{'start': 3, 'end': 17, 'username': 'ForceThirteen', 'id': '830756276'}], 'hashtags': [{'start': 74, 'end': 80, 'tag': 'Alvin'}]}",False,['1144815920801558528'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1144761115144019968'}]",1144815920801558528,,,,1
1144815876463616003,@BrennanCenter @ACLU  Anything you guys can do about this?? Because this is garbage.,42745770,2019-06-29T03:52:29.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'BrennanCenter', 'id': '20707070'}, {'start': 15, 'end': 20, 'username': 'ACLU', 'id': '13393052'}]}",False,['1144815876463616003'],Twitter for iPhone,en,"[{'type': 'replied_to', 'id': '1144740900255543297'}]",1144740900255543297,20707070.0,,,1
1144815844104593408,RT @EvanLSolomon: This image created by Barry Padolsky is devastating to #chateaulaurier folks defending the proposed addition as “compatib…,824450408,2019-06-29T03:52:21.000Z,"{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 40, 'end': 53, 'probability': 0.9791, 'type': 'Person', 'normalized_text': 'Barry Padolsky'}], 'mentions': [{'start': 3, 'end': 16, 'username': 'EvanLSolomon', 'id': '180887271'}], 'hashtags': [{'start': 73, 'end': 88, 'tag': 'chateaulaurier'}]}",False,['1144815844104593408'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1144693277498773504'}]",1144815844104593408,,,,1
1144815831550849024,RT @BarackObama: What a gift to come across this interview with Julia “Hurricane” Hawkins. I’m as grateful for her life advice as I am impr…,1038308430916853761,2019-06-29T03:52:18.000Z,"{'retweet_count': 6301, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 64, 'end': 68, 'probability': 0.4933, 'type': 'Person', 'normalized_text': 'Julia'}, {'start': 82, 'end': 88, 'probability': 0.4233, 'type': 'Person', 'normalized_text': 'Hawkins'}], 'mentions': [{'start': 3, 'end': 15, 'username': 'BarackObama', 'id': '813286'}]}",False,['1144815831550849024'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144336622814674951'}]",1144815831550849024,,,,1
1144815813876178944,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,842765540267573248,2019-06-29T03:52:14.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815813876178944'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815813876178944,,,,1
1144815758049869824,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,1053540806634524672,2019-06-29T03:52:01.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815758049869824'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815758049869824,,,,1
1144815712533274624,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,1053172619313172481,2019-06-29T03:51:50.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815712533274624'],Twitter Web App,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815712533274624,,,,1
1144815675480903680,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,14804672,2019-06-29T03:51:41.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815675480903680'],Twitter for iPad,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815675480903680,,,,1
1144815656266805248,The latest The Daily #Cleanup! https://t.co/dzCJzVJ6dZ Thanks to @RegMedNet @LkennyCathQtr @flettons #regeneration #space,120903579,2019-06-29T03:51:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'urls': [{'start': 31, 'end': 54, 'url': 'https://t.co/dzCJzVJ6dZ', 'expanded_url': 'https://paper.li/ShiftSoil/1315572445?edition_id=306da0c0-9a21-11e9-a746-0cc47a0d1605', 'display_url': 'paper.li/ShiftSoil/1315…'}], 'mentions': [{'start': 65, 'end': 75, 'username': 'RegMedNet', 'id': '3011950018'}, {'start': 76, 'end': 90, 'username': 'LkennyCathQtr', 'id': '2329308720'}, {'start': 91, 'end': 100, 'username': 'flettons', 'id': '2927308440'}], 'hashtags': [{'start': 21, 'end': 29, 'tag': 'Cleanup'}, {'start': 101, 'end': 114, 'tag': 'regeneration'}, {'start': 115, 'end': 121, 'tag': 'space'}]}",False,['1144815656266805248'],Paper.li,en,,1144815656266805248,,,,1
1144815647794368512,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,124216784,2019-06-29T03:51:34.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815647794368512'],Twitter Web App,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815647794368512,,,,1
1144815615699378177,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,850762440497287168,2019-06-29T03:51:27.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815615699378177'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815615699378177,,,,1
1144815582648262656,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,2316228210,2019-06-29T03:51:19.000Z,"{'retweet_count': 391, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815582648262656'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144776270733041664'}]",1144815582648262656,,,,1
1144815548670337025,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,876931212,2019-06-29T03:51:11.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815548670337025'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815548670337025,,,,1
1144815466831065088,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,65613036,2019-06-29T03:50:51.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815466831065088'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815466831065088,,,,1
1144815381917233153,"@RealMattCouch Garbage in, garbage out!",700232540,2019-06-29T03:50:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 14, 'username': 'RealMattCouch', 'id': '601535938'}]}",False,['1144815381917233153'],Twitter for iPad,en,"[{'type': 'replied_to', 'id': '1144798908385771520'}]",1144798908385771520,601535938.0,,,1
1144815331585773569,It feels like a whole hurricane outside and y’all asking what’s the move,823001934198140928,2019-06-29T03:50:19.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",everyone,,False,['1144815331585773569'],Twitter for iPhone,en,,1144815331585773569,,,,1
1144815308324114432,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,3289855482,2019-06-29T03:50:13.000Z,"{'retweet_count': 391, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815308324114432'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1144776270733041664'}]",1144815308324114432,,,,1
1144815308152233984,@SethMacFarlane Why go on that garbage fire show?,166421201,2019-06-29T03:50:13.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",everyone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'SethMacFarlane', 'id': '18948541'}]}",False,['1144815308152233984'],Twitter for iPad,en,"[{'type': 'replied_to', 'id': '1144813203685122049'}]",1144813203685122049,18948541.0,,,1
1144815305929232385,Why are some people just inherently garbage?,766206199,2019-06-29T03:50:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,,False,['1144815305929232385'],Twitter for iPhone,en,,1144815305929232385,,,,1
1144815303093673984,"RT @VijaySh80266336: @collectorpal The Garbage on Road footpath at Boisar Railway Station is the Great concern, Grampanchayat Boisar please…",1910973506,2019-06-29T03:50:12.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 67, 'end': 88, 'probability': 0.7109, 'type': 'Place', 'normalized_text': 'Boisar Railway Station'}, {'start': 112, 'end': 131, 'probability': 0.5704, 'type': 'Place', 'normalized_text': 'Grampanchayat Boisar'}], 'mentions': [{'start': 3, 'end': 19, 'username': 'VijaySh80266336', 'id': '914112790297751552'}, {'start': 21, 'end': 34, 'username': 'collectorpal', 'id': '773821604568657920'}]}",False,['1144815303093673984'],Twitter for Android,en,"[{'type': 'retweeted', 'id': '1144793116987183105'}]",1144815303093673984,,,,1
1144815297700016129,People in Florida during a hurricane https://t.co/fiKcaPveXh,2724535884,2019-06-29T03:50:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 10, 'end': 16, 'probability': 0.9901, 'type': 'Place', 'normalized_text': 'Florida'}], 'urls': [{'start': 37, 'end': 60, 'url': 'https://t.co/fiKcaPveXh', 'expanded_url': 'https://twitter.com/stoned2thabones/status/1144319724123242496', 'display_url': 'twitter.com/stoned2thabone…'}]}",False,['1144815297700016129'],Twitter for iPhone,en,,1144815297700016129,,,,1
1144815262056644608,"hey @shubhamshrma96, please update if reported issue - https://t.co/rIXiVGjNZs has been fixed?!  #Garbage - #UttarPradesh, #Sawdih #India",899561267064520706,2019-06-29T03:50:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 109, 'end': 120, 'probability': 0.8751, 'type': 'Place', 'normalized_text': 'UttarPradesh'}, {'start': 124, 'end': 129, 'probability': 0.5022, 'type': 'Place', 'normalized_text': 'Sawdih'}, {'start': 132, 'end': 136, 'probability': 0.979, 'type': 'Place', 'normalized_text': 'India'}], 'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/rIXiVGjNZs', 'expanded_url': 'https://twitter.com/shubhamshrma96/status/923385296837906432', 'display_url': 'twitter.com/shubhamshrma96…'}], 'mentions': [{'start': 4, 'end': 19, 'username': 'shubhamshrma96', 'id': '817710620921499648'}], 'hashtags': [{'start': 97, 'end': 105, 'tag': 'Garbage'}, {'start': 108, 'end': 121, 'tag': 'UttarPradesh'}, {'start': 123, 'end': 130, 'tag': 'Sawdih'}, {'start': 131, 'end': 137, 'tag': 'India'}]}",False,['1144815262056644608'],Location Update of Complaints,en,"[{'type': 'quoted', 'id': '923385296837906432'}, {'type': 'replied_to', 'id': '923385296837906432'}]",923385296837906432,8.177106209214996e+17,,,1
1144815232864272384,"6/28日のG20時に清掃をさせていただきました。
街が静かに感じたのは私だけでしょうか？

アンビショントランク谷町店のトランクルーム内点検及び清掃業務が終了しております。m(_ _)m https://t.co/sDSQyrq4CG
#cleanup #good #清潔 #点検 #大阪市 #天王寺 #トランクルーム #収納 #ありがとう",439008693,2019-06-29T03:49:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 47, 'end': 59, 'probability': 0.2928, 'type': 'Organization', 'normalized_text': 'アンビショントランク谷町店'}], 'urls': [{'start': 95, 'end': 118, 'url': 'https://t.co/sDSQyrq4CG', 'expanded_url': 'http://bit.ly/1qcqQPH', 'display_url': 'bit.ly/1qcqQPH', 'images': [{'url': 'https://pbs.twimg.com/news_img/1565177423477768193/jnekdwYS?format=jpg&name=orig', 'width': 188, 'height': 82}, {'url': 'https://pbs.twimg.com/news_img/1565177423477768193/jnekdwYS?format=jpg&name=150x150', 'width': 82, 'height': 82}], 'status': 200, 'title': 'トランクルーム｜大阪市のトランクルームならアンビショントランクへ', 'description': '大阪市でトランクルームをお探しなら24時間監視、セキュリティ対策万全なトランクルーム アンビショントランクへ', 'unwound_url': 'https://www.rearlive.co.jp/trunkroom/'}], 'hashtags': [{'start': 119, 'end': 127, 'tag': 'cleanup'}, {'start': 128, 'end': 133, 'tag': 'good'}, {'start': 134, 'end': 137, 'tag': '清潔'}, {'start': 138, 'end': 141, 'tag': '点検'}, {'start': 142, 'end': 146, 'tag': '大阪市'}, {'start': 147, 'end': 151, 'tag': '天王寺'}, {'start': 152, 'end': 160, 'tag': 'トランクルーム'}, {'start': 161, 'end': 164, 'tag': '収納'}, {'start': 165, 'end': 171, 'tag': 'ありがとう'}]}",False,['1144815232864272384'],Twitter Web Client,ja,,1144815232864272384,,,,1
1144815229722943494,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,919959979,2019-06-29T03:49:55.000Z,"{'retweet_count': 391, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815229722943494'],Twitter for iPad,en,"[{'type': 'retweeted', 'id': '1144776270733041664'}]",1144815229722943494,,,,1
1144815127939756033,RT @KeithOlbermann: SMILING BIG-EYED BARRY IS “DETERIORATING” IN THE SHELTER. SO WE SHOULD KILL HIM TOMORROW? Belly-rub-soliciting chill gu…,20081801,2019-06-29T03:49:30.000Z,"{'retweet_count': 193, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"{'annotations': [{'start': 37, 'end': 41, 'probability': 0.4015, 'type': 'Person', 'normalized_text': 'BARRY'}], 'mentions': [{'start': 3, 'end': 18, 'username': 'KeithOlbermann', 'id': '130617778'}]}",False,['1144815127939756033'],Twitter for iPhone,en,"[{'type': 'retweeted', 'id': '1144814020333121538'}]",1144815127939756033,,,,1
